circ_id	SRR1297303	SRR1297304	SRR1297305	SRR1297306	SRR1297307	SRR1297308	SRR1297309	SRR1297310	SRR1297311	SRR1297312	SRR1297313	SRR1297314	SRR1297315	SRR1297316	SRR1297317
7:74756819-74758000	1	4	0	0	2	1	3	1	2	1	1	2	1	1	2
7:74801984-74807011	1	0	0	0	0	0	0	0	0	0	3	0	0	0	2
7:74832804-74836383	1	0	1	4	1	1	3	2	0	1	1	3	3	0	2
7:74887682-74888397	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0
7:75052710-75070769	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0
7:75108959-75112535	1	1	2	4	1	1	3	4	1	2	2	3	4	0	2
7:75112396-75121010	1	2	1	0	0	0	0	3	1	1	0	4	1	0	1
7:75125915-75139027	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
7:75133134-75143978	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
7:75136784-75142665	0	0	0	0	0	0	2	0	1	0	1	0	0	0	1
7:75138949-75143978	1	0	1	2	1	0	1	0	0	0	4	0	2	1	2
7:75165123-75166877	1	0	0	1	1	0	0	0	0	1	0	0	0	0	2
7:75188074-75189256	3	4	0	1	4	2	4	1	2	1	4	1	2	2	2
7:75199650-75202613	0	0	1	0	0	0	3	1	1	0	0	0	0	0	0
7:75201120-75202613	2	0	0	1	0	0	0	1	0	1	0	0	1	0	0
7:75361373-75362088	2	2	0	0	0	0	0	2	0	1	0	1	2	0	0
7:75440953-75441647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
7:75474703-75475188	1	2	2	1	0	0	3	0	4	3	2	1	2	0	1
7:75596584-75599247	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
7:76013741-76030527	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
7:76329316-76329451	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7:76440249-76440611	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
7:76625521-76626215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
7:77083886-77098951	0	0	0	0	0	0	2	0	5	0	2	0	7	0	3
7:77109937-77113483	4	0	2	0	0	0	0	1	2	2	1	1	1	1	1
7:77262120-77294938	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
7:77273693-77280653	0	0	1	1	0	0	0	0	0	0	4	0	0	1	0
7:77274481-77280653	1	0	4	3	0	0	0	1	1	1	2	0	0	1	0
7:77278751-77280653	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
7:77280532-77280653	0	0	0	0	0	1	0	0	0	0	2	0	1	1	1
7:77374069-77377390	2	0	0	1	0	0	0	1	0	0	0	1	0	0	0
7:77376847-77404615	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0
7:77396981-77406105	3	1	0	2	0	0	1	0	0	1	0	0	1	0	0
7:77571077-77585581	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0
7:77571077-77592256	0	0	0	0	0	0	1	2	1	0	0	0	0	2	0
7:77581426-77583650	2	1	4	1	0	2	1	1	2	2	0	0	2	0	0
7:77581426-77592256	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0
7:77581426-77597901	0	1	0	2	0	0	0	2	0	0	1	0	0	0	0
7:77585542-77600806	7	1	5	6	2	2	4	6	6	5	1	3	3	3	5
7:77597841-77600806	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
7:77607234-77635849	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0
7:77684089-77685328	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
7:77749423-77758078	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
7:77749423-77765632	0	2	1	0	0	1	0	0	0	0	0	2	0	0	0
7:77778337-77778814	0	1	1	2	0	0	0	0	0	2	1	0	1	1	0
7:7786787-7801743	0	0	0	3	0	1	0	0	0	2	1	2	4	0	0
7:78343777-78369213	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0
7:7877280-7884346	0	1	2	0	0	1	0	0	0	0	0	1	1	0	0
7:8003907-8008266	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0
7:8003907-8024814	0	0	0	0	0	1	0	2	1	0	0	0	1	0	0
7:8003907-8060248	0	0	0	0	0	0	0	2	0	1	2	1	1	0	0
7:8003907-8071131	0	1	0	0	0	0	0	3	1	0	0	1	0	0	0
7:8055432-8071131	0	0	0	0	0	0	0	1	0	1	2	0	0	0	1
7:80646087-80674147	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
7:80789305-80805758	0	0	1	1	0	0	0	0	0	1	0	0	2	1	1
7:80789305-80810701	5	1	4	4	1	5	0	4	3	3	2	4	8	2	1
7:81982566-81994939	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
7:8218304-8235940	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0
7:8218304-8236005	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0
7:83134249-83156392	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0
7:84129122-84194668	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0
7:85036888-85068284	0	0	1	0	0	0	0	0	3	3	0	0	1	0	0
7:851383-853618	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0
7:854919-857957	0	1	1	0	0	1	1	2	0	0	0	0	1	0	0
7:86925527-86945046	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
7:87028285-87028471	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
7:87163494-87185980	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0
7:87964633-87978412	0	1	1	1	0	1	1	1	2	1	1	2	1	0	0
7:88280682-88280818	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
7:90374301-90378211	0	0	2	0	0	0	0	0	2	0	1	0	0	0	0
7:90692572-90790652	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0
7:90726566-90726812	1	3	3	6	0	1	2	1	3	5	0	1	2	4	0
7:90726566-90747775	0	1	0	1	0	0	3	0	0	1	1	2	0	0	1
7:90726566-90790652	1	1	0	1	0	2	3	2	4	2	1	0	0	0	3
7:90747680-90790652	2	4	4	0	1	2	1	1	3	3	3	2	2	0	1
7:90747680-90863269	0	0	0	0	1	0	0	2	2	0	3	0	0	0	0
7:91493394-91496601	0	2	0	4	1	0	1	0	0	0	1	0	0	1	0
7:91992157-92003235	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2
7:919967-926644	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7:92096688-92101056	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0
7:92123119-92131872	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0
7:92213194-92226682	0	1	0	1	0	1	1	0	4	3	3	2	1	2	2
7:92225719-92226682	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
7:92294888-92307656	0	1	2	4	0	0	3	5	1	2	1	5	2	0	0
7:92294888-92319512	3	3	0	2	1	0	0	1	0	0	2	0	1	2	1
7:92294888-92327900	7	2	4	6	3	3	7	9	13	11	13	2	5	3	12
7:92457551-92492286	0	0	2	2	0	0	0	0	1	0	0	1	0	0	1
7:92501506-92522245	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
7:92517275-92518255	0	0	0	1	0	2	0	1	0	2	1	0	0	0	1
7:92517275-92519078	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
7:92575770-92581603	2	0	1	1	0	0	0	0	2	0	0	0	1	0	0
7:93252652-93311272	0	0	0	0	0	1	2	1	0	0	0	0	0	0	1
7:93291702-93311272	0	0	1	1	0	1	0	0	0	2	0	0	1	0	0
7:94413082-94418552	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7:94417723-94417831	1	0	2	0	1	0	0	0	0	0	0	0	0	1	0
7:94420540-94421062	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
7:94427187-94427295	0	0	0	1	0	1	0	0	2	0	0	0	2	1	2
7:96277195-96309691	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0
7:98141396-98154876	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
7:98186876-98190877	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
7:98190727-98194572	2	5	1	4	0	2	4	0	2	5	3	2	2	2	3
7:98191613-98194572	0	2	0	0	2	1	1	0	1	5	0	0	0	2	0
7:98228013-98229166	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
7:98949659-98949841	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
7:98965695-98971945	1	1	0	0	2	0	0	0	0	0	2	0	2	0	0
7:99043374-99043999	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
7:99388038-99390012	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1
7:99403397-99404953	0	0	1	1	0	0	1	2	1	2	0	1	1	0	2
7:99478273-99479787	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
7:99493039-99494631	5	0	3	14	0	3	6	3	7	6	4	4	6	2	5
7:99618524-99621574	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
7:99908581-99909660	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
8:100038930-100080355	0	0	0	1	0	1	0	0	0	3	2	2	3	0	0
8:100047462-100066296	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0
8:100062590-100080355	0	0	0	2	0	0	0	0	1	1	1	1	0	0	0
8:100220278-100231288	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0
8:100220278-100240771	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
8:100259106-100264785	0	1	0	0	0	0	1	0	0	0	2	0	0	3	0
8:100274952-100288267	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0
8:100287500-100288267	3	1	1	3	0	0	0	0	0	1	0	0	1	1	0
8:100709132-100713181	1	0	5	1	0	1	3	0	2	1	0	0	2	0	0
8:100923954-100925039	5	0	0	2	0	0	1	0	0	1	0	0	1	0	0
8:101558418-101558812	1	0	2	0	0	1	0	0	0	0	0	0	1	2	2
8:102020236-102070106	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
8:102224045-102225018	0	1	2	1	0	0	1	1	0	2	1	0	0	0	0
8:102261145-102265278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
8:102261914-102264558	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
8:102271133-102272772	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0
8:102297001-102297457	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
8:102360070-102361626	3	2	3	6	2	3	5	8	5	9	3	1	3	1	3
8:102834188-102839823	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0
8:102838743-102843747	3	0	0	0	1	0	0	1	0	0	0	2	0	0	0
8:103040797-103042407	0	0	0	0	0	0	0	0	1	0	1	1	0	1	3
8:103246293-103246684	0	1	1	2	0	0	0	0	0	0	1	0	2	0	1
8:103400464-103407784	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
8:103404775-103407784	3	0	1	2	0	0	0	2	3	0	1	0	2	0	0
8:105419143-105444381	4	0	1	6	2	1	8	2	2	3	2	3	6	4	2
8:106702905-106707145	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0
8:106706381-106707145	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
8:107284681-107303367	0	2	0	0	0	0	0	1	0	0	1	0	0	0	1
8:107321895-107347097	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1
8:107336149-107347097	0	0	0	0	0	0	0	0	0	0	1	1	0	1	2
8:108214606-108229195	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
8:108449822-108450492	2	0	1	0	0	0	1	1	0	2	0	1	1	0	0
8:108449822-108455930	6	1	1	4	0	1	3	3	9	8	5	4	2	3	3
8:109412264-109427156	0	0	0	5	3	0	1	1	4	0	1	0	1	0	0
8:115603872-115623758	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
8:116655855-116658980	2	0	0	1	0	0	1	1	0	0	0	0	0	0	0
8:117818434-117837201	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
8:118375781-118379700	0	1	0	1	0	0	2	1	1	0	1	0	2	1	2
8:119244834-119244956	3	0	2	0	1	2	0	0	0	0	0	0	0	0	0
8:119788337-119797846	1	0	0	1	0	0	0	2	0	1	0	4	1	2	0
8:120693691-120693908	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
8:121628713-121629340	0	0	3	1	0	0	0	0	4	2	0	0	0	0	1
8:123023712-123030716	0	0	2	1	0	1	3	2	1	2	0	1	1	1	1
8:123077110-123084340	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0
8:123077110-123105464	1	2	3	2	1	0	0	3	0	1	0	0	1	0	0
8:123084161-123109620	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
8:123140760-123144855	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0
8:123231299-123231757	0	1	0	2	0	1	0	0	0	2	0	1	0	0	0
8:123231299-123239144	0	0	2	2	0	0	0	0	3	1	0	2	0	0	3
8:123333877-123336532	0	0	0	0	0	1	0	0	0	0	3	0	0	1	0
8:123337624-123339446	0	1	2	0	0	1	0	0	1	0	0	0	0	1	1
8:123369820-123380677	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
8:123371669-123380677	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
8:123380528-123380677	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0
8:124320085-124327421	0	0	0	2	0	0	1	1	0	1	1	1	0	0	0
8:124320085-124330792	0	0	0	1	0	0	0	1	2	1	0	0	0	0	0
8:124322104-124330792	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8:124508473-124516030	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1
8:124585086-124591235	1	0	1	1	0	0	3	0	0	0	0	1	0	2	0
8:125003175-125007487	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
8:126652776-126654595	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
8:127890588-127890998	2	0	1	2	0	2	2	1	2	2	0	0	1	4	0
8:128009589-128010444	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0
8:130079901-130092143	0	2	0	0	0	0	1	0	0	0	0	1	1	0	0
8:130152735-130169067	4	1	4	6	1	2	5	7	8	4	6	4	5	2	4
8:130152735-130180880	14	9	18	26	4	10	27	20	30	8	10	22	32	19	20
8:130159863-130187285	2	0	1	1	0	0	0	0	0	1	0	0	0	0	0
8:130179263-130187285	0	0	0	2	0	0	0	1	1	0	0	0	2	0	0
8:130214555-130236994	1	1	0	2	0	0	0	1	0	1	0	0	3	0	1
8:130358016-130361771	10	3	6	12	2	4	5	5	7	3	9	1	6	1	4
8:130358016-130401970	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0
8:13088486-13088704	2	1	0	1	2	1	0	0	1	0	2	0	1	0	0
8:131940498-131946633	1	3	0	0	1	1	0	6	1	2	1	1	1	1	0
8:131959584-131970643	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
8:132583693-132661627	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0
8:132610165-132625454	0	0	0	0	0	0	0	1	0	3	2	3	0	0	0
8:132610165-132661627	1	0	0	0	2	0	1	0	0	0	2	0	0	0	0
8:132622610-132661627	0	0	5	0	0	1	3	3	1	6	6	2	2	2	2
8:132722039-132757294	1	0	1	0	0	0	0	1	0	2	2	0	0	0	3
8:132727797-132757294	0	0	0	1	0	0	0	2	0	0	1	3	0	0	1
8:133539636-133545926	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
8:134509618-134521001	1	2	0	0	0	0	1	1	0	2	0	0	1	0	0
8:134599729-134610655	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
8:134600435-134610655	0	0	2	0	1	0	0	1	0	0	2	0	0	0	0
8:134812609-134813169	5	9	2	4	5	2	8	2	2	0	0	0	0	0	4
8:139885878-139910300	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0
8:140221458-140252929	0	2	0	0	0	0	2	0	0	1	0	0	0	0	0
8:140347756-140360193	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0
8:140397619-140405698	0	0	0	1	0	0	0	1	1	2	1	0	0	0	0
8:140547511-140547622	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0
8:140572811-140605914	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
8:140585118-140605914	0	0	0	1	1	0	0	1	0	1	1	2	1	0	1
8:140664916-140674404	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0
8:140700890-140702707	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0
8:140700890-140706205	0	0	1	2	0	0	3	0	1	2	0	0	3	0	1
8:140735250-140752316	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0
8:140739017-140752316	0	1	0	1	0	0	0	0	0	0	0	0	2	0	4
8:140789473-140803650	0	1	1	0	0	1	1	0	2	0	0	0	3	0	1
8:140789473-140830526	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0
8:140789473-140890769	1	0	2	4	0	0	1	1	3	0	2	1	0	3	1
8:140793353-140803650	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
8:140800458-140890769	0	0	0	1	0	1	1	0	1	1	1	0	2	0	0
8:140818276-140830526	3	0	0	0	0	0	0	1	1	0	1	0	0	0	0
8:140818276-140864399	0	0	2	0	0	0	0	0	3	0	0	0	2	0	3
8:140818276-140879637	0	0	0	0	0	0	0	1	2	0	2	0	1	0	1
8:140818276-140890769	3	8	1	9	2	0	4	7	5	0	2	2	9	10	2
8:140818276-140921132	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0
8:140830471-140864399	0	0	0	1	0	0	2	0	1	2	2	0	0	1	0
8:140830471-140890769	0	0	2	1	1	1	0	0	4	1	2	0	1	0	1
8:140846259-140864399	0	1	1	0	0	0	0	0	0	0	2	0	0	0	1
8:140846259-140890769	4	5	1	7	0	1	6	4	2	5	5	0	4	1	2
8:140846598-140890769	0	0	0	0	0	0	0	0	4	1	0	0	1	0	0
8:140864311-140890769	1	3	8	13	1	5	7	4	7	9	11	5	12	6	6
8:140879470-140890769	1	0	1	1	0	1	2	0	0	2	2	0	1	1	1
8:141150833-141151837	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
8:141150833-141168525	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
8:141160631-141163429	0	0	2	3	0	1	0	0	2	4	0	1	1	0	1
8:141253988-141254629	7	2	11	14	2	0	11	9	5	20	5	11	14	5	5
8:142300485-142318634	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
8:142330900-142331831	0	1	0	0	0	1	0	0	0	0	0	0	3	0	0
8:143688661-143690123	0	0	0	1	1	1	0	2	0	1	2	2	1	0	0
8:144880364-144882836	2	1	0	2	0	0	0	0	0	1	0	1	1	0	2
8:17098457-17120401	0	1	0	0	0	0	1	1	0	1	3	0	3	0	1
8:17195503-17198413	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
8:17234715-17237373	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
8:17265906-17286427	0	2	2	2	2	1	1	0	1	1	1	0	0	3	1
8:17268257-17286427	0	0	1	3	0	0	1	2	2	1	0	0	4	1	0
8:17645839-17754008	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
8:17675185-17684542	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0
8:17684327-17723833	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
8:17713213-17723833	0	1	1	3	0	0	1	1	4	0	4	2	0	0	0
8:17743603-17755961	5	1	0	7	0	2	3	2	5	3	1	0	0	1	0
8:17753716-17755961	0	2	6	0	1	2	0	0	0	1	0	2	1	1	0
8:17947185-17991700	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
8:17963100-17967170	0	0	1	0	1	0	0	0	0	1	1	0	2	0	0
8:17972328-17972687	2	3	1	0	0	0	1	2	1	0	0	0	1	1	0
8:17989858-17993619	0	0	2	2	0	0	0	0	0	2	2	1	0	0	1
8:17989858-18014840	0	0	0	0	0	0	0	0	2	0	0	2	1	0	0
8:18011236-18011827	4	1	3	5	1	0	2	4	4	2	3	1	2	3	2
8:18572527-18575285	0	0	0	0	0	0	0	1	0	1	0	0	3	0	0
8:18765448-18804898	3	3	0	5	3	1	1	0	4	0	0	0	2	1	4
8:1876570-1909470	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0
8:18799294-18804898	0	3	4	12	0	1	4	0	5	9	8	7	0	4	2
8:18867673-18872733	0	0	1	0	1	0	0	0	3	0	1	1	0	0	0
8:19391581-19403137	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0
8:22162944-22163139	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
8:22163139-22163467	0	2	0	2	3	0	0	0	0	0	0	0	0	0	0
8:22163467-22164008	0	0	3	2	0	0	1	0	0	0	0	0	0	0	1
8:22164020-22164415	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
8:22164059-22164167	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
8:22196679-22197420	1	2	0	0	0	0	1	2	2	5	0	2	3	2	2
8:22474953-22475624	0	2	1	2	0	3	0	6	4	2	2	0	3	2	0
8:22474953-22498112	1	0	0	0	0	1	2	1	0	0	0	2	0	1	0
8:22593732-22594645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
8:23042040-23043243	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0
8:23875895-23998996	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8:25242194-25243757	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8:25366869-25369641	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
8:25407982-25408940	0	0	0	0	0	0	0	1	0	1	1	0	2	0	0
8:26391242-26408376	0	0	0	1	0	0	0	0	1	0	1	0	2	0	0
8:26581968-26583983	2	0	0	3	1	1	0	2	0	0	0	0	0	1	0
8:27294079-27294310	6	4	1	3	2	2	3	1	1	1	1	0	1	1	2
8:27503603-27505146	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
8:27525361-27536855	0	1	0	0	0	0	1	0	0	1	1	0	3	0	1
8:27748076-27762458	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0
8:28155941-28162078	5	1	0	10	1	3	4	3	7	1	2	3	5	2	2
8:28346173-28346318	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0
8:28963810-28980156	0	0	1	0	0	0	1	0	0	2	1	0	2	0	0
8:28970042-28970519	0	1	1	1	0	0	0	0	0	1	0	0	0	2	0
8:28970042-29018913	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
8:29009071-29018913	0	1	0	0	0	0	0	2	0	2	0	0	0	0	0
8:30101897-30104486	2	0	4	6	1	0	2	1	4	4	2	1	8	3	3
8:30168782-30177214	1	0	0	0	0	0	2	0	1	0	0	0	0	1	0
8:30175084-30180630	0	1	1	0	0	0	0	2	1	0	0	0	0	0	0
8:30177125-30180630	0	0	0	1	0	0	1	2	1	0	0	0	0	0	2
8:30474778-30479377	6	1	2	1	0	1	0	0	3	2	0	1	2	1	2
8:30474778-30504436	2	1	1	0	0	0	0	1	3	3	1	0	2	1	0
8:30607056-30614715	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
8:33372643-33389798	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
8:37740364-37741818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
8:37765525-37766355	15	8	17	12	4	4	10	18	6	8	7	10	13	13	7
8:37845223-37846853	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8:37862736-37877551	1	0	0	1	0	1	0	1	0	2	0	0	0	0	1
8:37870419-37877551	4	0	0	3	3	1	1	3	2	4	2	2	0	6	3
8:37871742-37871858	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
8:37877108-37877551	9	4	5	12	11	2	3	9	7	6	2	4	6	4	8
8:38107020-38135766	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
8:38114191-38119363	0	0	3	1	0	0	2	1	3	1	0	2	2	0	0
8:38114191-38121149	0	0	0	1	0	0	1	0	1	3	0	0	2	2	0
8:38114191-38135766	0	3	0	2	0	0	0	0	1	0	1	1	0	0	0
8:38133453-38135766	4	0	1	0	0	1	0	0	0	0	0	0	0	0	0
8:38246232-38261599	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0
8:38247712-38252287	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0
8:38295795-38299590	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0
8:38337304-38348215	0	0	0	2	0	0	0	0	1	0	0	0	0	2	0
8:38347496-38348215	0	1	4	0	0	0	4	2	4	0	3	0	1	2	1
8:38424508-38426245	0	0	1	0	0	0	0	0	1	0	0	0	1	0	2
8:38429681-38429948	0	3	0	3	3	0	6	4	8	5	3	4	12	2	1
8:38457355-38457534	1	0	0	1	1	0	0	0	0	2	0	0	0	0	0
8:38736876-38737515	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
8:38788703-38820635	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0
8:38819521-38820635	1	0	0	3	0	1	0	2	4	0	0	0	0	1	0
8:38836161-38838546	4	4	1	0	1	2	1	0	0	0	1	1	0	0	2
8:38917906-38946221	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0
8:38935993-38946221	1	0	0	0	0	0	1	2	0	1	0	1	0	0	0
8:38943788-38946221	0	0	0	0	1	0	0	2	1	0	1	1	2	0	3
8:39007885-39026810	0	0	0	0	2	1	1	0	1	0	0	0	0	0	0
8:39021642-39026810	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0
8:39054480-39055772	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0
8:39090046-39091346	0	2	0	1	0	1	0	1	0	0	1	0	1	1	0
8:39136656-39151548	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0
8:39221609-39257343	0	0	0	0	2	0	0	0	2	1	1	0	0	0	0
8:41661429-41661941	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0
8:41934412-41934541	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
8:41974703-41987563	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0
8:42048377-42049707	3	2	2	1	0	0	2	0	0	0	0	0	0	0	0
8:42314321-42319421	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
8:42325969-42329214	4	3	5	4	2	1	7	5	4	5	5	5	6	7	1
8:42344952-42352568	0	0	0	1	1	1	0	0	0	0	1	0	1	0	2
8:42344952-42357392	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0
8:42354424-42371662	0	0	0	4	0	1	2	0	1	0	0	1	0	0	2
8:42401787-42403461	0	0	3	0	1	0	0	0	0	2	2	0	1	2	1
8:42439449-42472654	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
8:42459895-42465917	2	0	0	0	0	0	1	0	0	0	0	0	3	0	0
8:42459895-42472654	0	0	0	0	0	0	0	1	1	2	1	0	0	0	0
8:42861744-42874006	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
8:42906172-42930172	2	0	1	1	0	0	0	0	0	1	0	1	1	2	1
8:42906172-42943445	1	0	1	3	2	0	4	4	0	5	2	4	6	0	1
8:42906172-42950455	0	2	0	2	0	0	0	0	0	1	0	0	0	0	0
8:42906172-42959314	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0
8:42906172-42986795	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0
8:42906172-43018494	1	1	0	1	0	2	3	1	2	1	2	0	0	0	1
8:42925556-42930172	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
8:42925556-42943445	0	0	1	2	1	1	0	3	1	0	0	0	1	0	0
8:42957093-42964474	3	2	3	4	0	0	1	3	2	1	2	0	7	1	1
