circ_id	SRR1297303	SRR1297304	SRR1297305	SRR1297306	SRR1297307	SRR1297308	SRR1297309	SRR1297310	SRR1297311	SRR1297312	SRR1297313	SRR1297314	SRR1297315	SRR1297316	SRR1297317
15:43761423-43763206	1	0	0	1	0	1	0	0	0	2	0	0	2	2	0
15:44322964-44332078	0	0	0	1	0	0	0	1	0	0	1	0	2	0	1
15:44328684-44338317	0	1	2	1	0	0	4	0	3	1	3	0	0	1	0
15:44328684-44380976	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0
15:44331987-44338317	3	0	3	7	1	0	3	6	4	5	5	1	6	1	1
15:44331987-44339481	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
15:44379689-44380976	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0
15:44484223-44486700	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0
15:44484223-44496458	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
15:44550875-44551522	1	0	1	0	0	0	0	1	2	0	1	2	1	0	1
15:44550875-44554667	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
15:44567423-44569505	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0
15:44569397-44570658	0	2	0	0	0	0	0	3	1	2	0	0	0	0	0
15:44615362-44620403	0	0	2	3	1	0	0	0	3	1	0	0	1	0	0
15:44648865-44652266	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0
15:44767230-44767595	1	0	0	0	0	0	0	2	0	2	2	0	0	0	0
15:45255329-45255998	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
15:48086945-48088121	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
15:48534079-48534205	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0
15:49129476-49130816	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
15:49129476-49139653	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
15:49225204-49292537	0	2	1	3	1	0	0	0	1	0	0	1	0	0	1
15:49235850-49239367	10	6	5	6	1	1	3	8	3	3	1	0	1	1	2
15:49235850-49283718	0	0	0	0	0	0	0	1	1	1	0	0	4	0	0
15:49235850-49292537	5	1	2	1	0	1	3	2	0	0	0	0	2	1	2
15:49281986-49283649	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
15:49625112-49634794	0	0	0	1	0	0	1	1	0	3	0	0	1	0	0
15:49632158-49634794	0	0	1	0	0	0	0	0	1	0	3	0	0	0	0
15:50002152-50018976	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0
15:50010844-50047464	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
15:50038767-50047464	0	3	0	2	0	0	0	0	0	1	1	0	0	0	0
15:50038767-50074185	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0
15:50044593-50074185	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
15:50300788-50301368	0	0	1	1	1	0	0	0	0	2	1	1	3	0	1
15:50300788-50304133	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
15:50300788-50309798	1	0	2	1	0	0	0	0	0	1	0	0	0	1	0
15:50449399-50459162	0	3	1	0	0	0	1	0	0	0	0	0	1	0	0
15:50458999-50462322	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0
15:50471632-50477499	1	0	0	0	0	0	0	0	0	2	0	0	1	1	0
15:50569886-50575919	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
15:50583088-50592626	0	0	1	1	0	1	0	1	4	3	0	2	0	0	0
15:50586391-50592626	0	0	2	1	1	1	0	0	2	1	0	1	1	2	0
15:50631416-50663046	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1
15:50637421-50639548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
15:50637421-50663046	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
15:50643339-50675566	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
15:50648686-50663046	1	0	1	0	0	0	0	1	0	0	2	0	0	0	0
15:50747494-50748870	1	0	1	0	0	0	0	0	0	0	2	0	1	0	0
15:50912077-50915571	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
15:50915447-50930971	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
15:51451644-51455228	1	2	2	2	0	0	0	3	0	0	1	0	1	1	0
15:51455150-51456369	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:51507133-51547408	0	0	0	1	1	0	0	0	0	0	1	0	2	0	0
15:51781043-51782828	3	2	1	2	2	0	0	0	0	0	1	2	0	0	1
15:51869216-51902036	4	0	1	5	2	1	3	1	3	7	2	1	2	3	2
15:51893814-51902036	0	0	1	0	0	0	0	1	3	0	0	0	0	1	0
15:51900154-51902036	0	0	0	1	0	0	0	1	0	1	0	2	0	2	0
15:52045829-52050137	0	1	1	0	0	0	1	0	0	0	2	0	0	1	1
15:52141139-52149925	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
15:52223543-52239879	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
15:52375303-52410476	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0
15:52387828-52389363	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
15:52405286-52433285	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
15:52584744-52593736	1	0	0	1	0	0	0	1	0	0	0	1	2	1	0
15:52593577-52601165	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
15:55223888-55234956	0	0	0	3	0	0	0	1	2	1	0	2	4	1	1
15:55338519-55348725	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
15:55376948-55378376	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
15:55432496-55467482	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
15:55624341-55627128	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0
15:55924645-55966546	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0
15:55951375-55966546	0	0	2	0	0	1	0	0	1	0	0	2	3	0	0
15:56373440-56412436	0	0	0	1	0	0	0	1	0	1	5	1	1	0	0
15:56388471-56394834	0	1	3	0	0	0	0	2	2	5	1	4	2	1	0
15:56388471-56412436	0	1	0	1	0	0	0	0	1	0	0	3	1	0	0
15:56389317-56394834	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
15:56391242-56394834	0	0	0	1	0	1	0	1	2	0	0	0	0	0	0
15:56394164-56394834	0	0	2	0	0	0	0	2	1	2	2	2	3	1	0
15:56666394-56682477	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
15:56678663-56682477	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
15:56700932-56707306	2	0	0	0	1	0	0	1	0	0	0	1	0	0	0
15:57231151-57234107	2	1	1	1	0	0	0	1	1	0	0	1	0	0	0
15:57437984-57442478	1	0	0	1	1	0	1	0	3	0	0	1	1	0	1
15:57437984-57453818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
15:57437984-57518497	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
15:57451499-57453818	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:57451499-57461892	2	1	0	2	1	1	0	3	0	0	0	0	1	0	1
15:57461679-57461892	0	0	3	2	0	2	1	2	0	0	0	0	0	0	1
15:57633612-57639545	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:57992704-58014281	0	0	3	0	0	0	1	0	1	1	2	0	2	0	0
15:58851770-58851965	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
15:58886974-58887540	0	2	0	0	0	1	0	1	1	1	0	0	1	1	0
15:58897114-58901287	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0
15:58897114-58916999	2	0	0	1	0	0	0	0	0	1	0	0	1	0	0
15:58912562-58913696	1	1	2	2	0	4	3	2	1	2	3	1	6	3	3
15:58912562-58916999	15	10	29	30	8	13	25	28	26	31	19	12	27	13	17
15:59030803-59031702	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0
15:59050288-59052431	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:59188117-59214720	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0
15:59188117-59218087	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0
15:59202325-59210600	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
15:59202325-59214720	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0
15:59668102-59678087	2	0	0	2	0	0	0	0	0	3	1	0	0	0	0
15:59671182-59672739	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0
15:59671182-59680308	0	0	1	1	0	0	2	0	1	0	0	1	0	0	1
15:60355918-60364523	0	0	0	0	0	0	0	0	2	1	0	2	0	0	1
15:60355918-60382441	0	0	1	2	0	1	0	0	0	0	2	1	0	0	0
15:60360940-60382441	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0
15:60442415-60445791	6	5	4	2	2	0	3	4	4	4	0	3	4	1	1
15:60453602-60466713	1	0	0	0	0	0	0	1	0	2	0	0	1	0	0
15:61929500-61931259	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0
15:61990999-61991802	1	2	2	0	0	0	1	0	0	0	0	1	0	2	0
15:61990999-62044255	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
15:62000563-62013992	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
15:62007307-62013992	4	11	8	13	2	3	4	10	24	16	7	5	6	4	7
15:62020478-62044255	1	2	2	3	2	0	1	1	5	1	1	2	1	1	0
15:62020478-62047814	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0
15:62023410-62035052	1	0	0	1	0	0	0	0	0	0	2	0	0	1	0
15:62033440-62044255	3	3	0	3	0	1	2	2	4	0	2	2	8	1	0
15:62647274-62657898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
15:62841781-62841902	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
15:63056984-63062645	0	2	0	0	0	0	0	1	0	0	0	0	2	0	0
15:63126858-63127689	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
15:63529013-63537156	1	0	0	2	0	0	0	0	1	0	1	0	0	0	1
15:63532646-63537156	0	3	1	1	1	0	2	4	1	0	0	2	3	0	0
15:63532646-63559970	1	0	0	2	0	1	0	0	0	0	1	0	2	0	0
15:63532646-63563008	0	0	2	0	0	0	0	2	0	3	4	0	0	0	0
15:63553714-63563008	0	0	1	1	2	0	0	1	1	0	0	0	0	0	1
15:63553714-63574403	1	0	1	0	0	0	0	0	0	2	0	0	1	0	0
15:63696123-63716473	1	4	2	2	0	3	2	0	2	0	0	2	3	1	2
15:63698727-63734849	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
15:63706779-63716473	1	0	0	2	1	1	0	0	1	0	2	0	0	2	3
15:63712774-63716473	1	0	1	2	0	0	1	1	0	0	0	0	0	0	0
15:63712774-63734849	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
15:63774693-63775649	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0
15:63971422-63983754	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
15:64112572-64123546	1	0	0	0	0	0	0	4	2	1	2	0	0	0	0
15:64112572-64136932	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
15:64118116-64118854	0	1	0	0	0	0	1	2	2	0	1	1	1	0	0
15:64118116-64123546	0	1	1	0	1	1	2	0	1	1	0	0	4	0	0
15:64170928-64171039	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
15:64204440-64204949	0	1	0	0	0	0	0	0	1	0	0	0	2	1	1
15:64418540-64425631	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0
15:64499292-64500166	31	24	28	50	14	23	30	13	29	29	31	16	21	31	19
15:64974601-64983593	1	3	0	4	2	0	0	2	5	1	5	1	0	2	1
15:64980863-64983593	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
15:65153546-65155081	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0
15:65158574-65162645	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
15:65178933-65180204	2	5	5	9	1	0	2	2	3	4	5	5	1	0	4
15:65487689-65512564	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0
15:65577442-65577585	0	0	0	0	0	0	0	1	4	0	0	0	3	0	0
15:65667448-65670188	0	0	0	1	0	2	1	0	1	0	0	0	1	0	0
15:65669778-65670188	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0
15:65702304-65703008	0	2	3	0	0	1	1	0	1	0	0	0	0	0	0
15:65715477-65741784	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
15:65715477-65756472	0	2	1	1	0	0	0	0	0	2	1	0	0	0	0
15:65715477-65761438	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0
15:65722847-65756472	0	0	0	1	0	0	0	0	0	2	0	1	2	0	0
15:65752378-65761438	2	2	1	2	1	0	3	2	2	1	0	0	4	4	1
15:65756139-65761438	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
15:66349059-66349437	0	0	0	0	0	0	2	0	2	0	0	0	1	0	1
15:66435026-66436892	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0
15:66508745-66515644	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
15:66508840-66521205	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0
15:66535932-66546705	0	0	1	1	0	0	0	0	1	2	0	0	0	0	0
15:67231813-67236820	3	2	5	0	2	1	1	1	4	3	2	2	2	2	2
15:67580753-67600749	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
15:67664596-67703408	0	0	0	0	1	0	1	0	0	2	0	1	1	1	2
15:67664596-67772752	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
15:67692478-67711006	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:68141945-68146700	2	1	4	0	1	0	2	0	0	1	0	0	0	0	0
15:68141945-68153695	0	6	0	0	0	0	0	3	0	0	0	0	0	0	0
15:68145815-68153695	1	0	1	2	2	0	0	0	0	0	1	0	0	0	0
15:68145815-68173892	0	0	0	2	0	0	0	0	0	1	0	0	2	0	0
15:68175636-68176654	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0
15:68787412-68787919	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0
15:69337340-69360131	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0
15:70656929-70664814	0	0	2	0	0	0	0	2	0	0	1	0	0	0	0
15:70682757-70684446	3	1	0	1	1	0	3	1	1	0	0	0	2	0	0
15:70682757-70699660	3	0	0	1	0	0	1	0	0	0	0	0	0	2	0
15:70687539-70699660	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0
15:71348151-71411823	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
15:71848844-71888116	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
15:71875790-71880558	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
15:71875790-71888116	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
15:71888003-71916492	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
15:71916369-71938927	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0
15:71933669-71938927	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
15:71991102-72010447	1	2	0	0	1	0	0	0	1	0	0	0	2	1	0
15:72007825-72027793	1	0	1	2	0	0	0	0	0	0	0	0	0	2	0
15:72027730-72046634	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
15:72045723-72046634	0	1	0	1	1	0	0	0	2	2	1	0	0	0	3
15:72518066-72555907	1	0	1	0	0	0	0	1	2	0	2	0	0	0	0
15:72518066-72561549	2	0	1	0	0	0	0	1	1	0	1	0	0	0	0
15:72518066-72563500	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
15:72518066-72572165	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0
15:72760406-72775097	1	0	0	4	0	0	1	0	0	0	2	0	0	0	1
15:72760406-72780322	0	1	0	0	0	0	0	1	0	2	1	0	1	0	0
15:72771782-72775097	4	0	2	1	0	1	3	0	0	1	0	1	1	1	2
15:73116539-73136027	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
15:74671454-74675142	0	0	0	0	0	0	2	0	1	0	0	1	0	1	0
15:74923647-74926887	0	0	0	2	0	0	0	0	1	2	1	1	0	0	0
15:74926765-74929232	2	4	4	3	1	0	4	2	0	0	2	0	2	0	0
15:75523120-75524298	0	0	0	1	0	0	0	1	0	0	0	0	4	0	0
15:75854385-75883424	1	2	1	2	0	0	1	0	1	0	2	0	2	1	2
15:75859877-75873568	7	4	4	8	1	0	5	4	6	4	3	2	4	3	0
15:75859877-75883424	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:75868950-75873568	0	2	1	0	0	0	0	1	0	1	1	2	0	0	1
15:75868950-75883424	1	0	0	0	0	0	0	1	0	2	0	0	0	0	2
15:75876186-75883424	2	4	1	0	0	1	0	3	0	0	0	0	0	0	3
15:76274411-76286481	0	2	0	0	0	0	0	0	1	1	0	1	1	0	0
15:76274411-76295737	2	0	1	3	0	2	1	1	3	4	2	3	1	1	3
15:76283756-76292700	0	0	0	2	1	0	0	2	0	0	2	0	4	0	0
15:76283756-76295737	2	0	0	2	0	0	0	1	2	2	0	0	2	0	0
15:76287845-76292700	3	2	0	2	1	1	4	5	1	2	4	1	1	4	1
15:76292430-76295737	0	1	0	1	1	2	1	2	0	3	2	0	0	2	0
15:76621763-76683061	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
15:76665652-76683061	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
15:76728594-76765638	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0
15:76753807-76775117	0	2	0	1	1	1	0	0	1	3	0	1	0	0	0
15:77252366-77284030	0	0	1	0	0	0	2	0	1	0	0	1	0	0	0
15:77252366-77286504	1	0	0	0	0	0	0	0	1	2	0	1	2	2	1
15:77284957-77286504	2	0	1	1	1	0	0	0	0	0	0	1	0	0	0
15:77284957-77365225	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
15:77364073-77365225	4	1	3	1	0	0	0	2	0	0	0	0	1	0	0
15:77365162-77388802	0	0	0	4	2	0	0	3	1	3	0	0	4	0	8
15:77467094-77471814	1	1	1	2	0	0	1	0	0	2	0	2	1	2	2
15:78012822-78017957	0	1	1	1	0	0	1	2	0	0	0	2	0	0	0
15:78044899-78054187	0	0	0	3	0	1	0	0	0	1	0	1	0	0	0
15:78470531-78471924	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0
15:78887268-78894230	1	0	0	0	0	2	0	0	0	0	0	0	2	0	0
15:78890988-78894230	0	0	3	1	0	0	1	0	4	0	0	1	0	0	1
15:80098415-80122800	4	1	4	4	1	1	0	0	2	0	1	3	4	0	2
15:80120327-80122800	10	7	11	25	7	2	3	12	7	14	8	10	11	4	4
15:80120327-80131293	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:80970461-80982182	0	0	0	1	0	0	0	0	0	2	0	0	2	0	0
15:80978765-80982182	0	0	1	4	0	0	0	0	1	0	0	1	0	0	2
15:80978930-80982182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
15:80979387-80982178	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
15:81278816-81293037	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
15:81925672-81926025	1	0	0	0	0	0	0	3	1	1	0	0	0	0	1
15:82298547-82307364	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:82473310-82475079	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
15:82627192-82633221	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
15:83819810-83820047	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:83885100-83899731	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
15:84538531-84546277	1	3	1	1	0	0	0	0	3	2	1	0	0	0	2
15:84538531-84555070	0	0	1	1	0	0	3	0	0	2	3	1	4	0	5
15:84680712-84691644	4	1	5	5	3	1	4	2	3	5	6	2	0	5	3
15:84687624-84691644	2	0	0	1	0	0	1	1	1	0	1	0	0	0	0
15:85064369-85067204	1	2	0	0	0	0	2	1	1	0	2	0	1	1	0
15:85067013-85083644	0	1	0	1	0	1	0	2	1	0	0	0	0	0	0
15:85113376-85126374	0	0	0	0	0	1	3	0	2	1	0	0	1	3	0
15:85113872-85115487	2	1	2	3	0	0	0	2	1	3	1	2	0	2	3
15:85113872-85117839	2	2	0	1	0	0	0	1	0	0	1	0	1	0	0
15:85113872-85121014	0	3	1	1	0	0	4	4	1	3	3	1	4	5	3
15:85575130-85585823	0	1	1	0	0	0	2	0	0	0	0	0	0	0	1
15:85655416-85669830	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2
15:85664562-85669830	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0
15:85664562-85684873	0	0	1	1	0	0	0	0	1	2	0	0	0	0	0
15:85664562-85708086	0	1	0	0	0	0	0	0	2	0	0	1	0	1	0
15:85664562-85710645	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
15:85682157-85693451	0	1	0	0	0	0	0	0	0	0	1	3	0	0	0
15:85684740-85710645	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0
15:85710578-85719326	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0
15:85715787-85719326	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
15:87929190-87940753	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
15:89113724-89116521	5	6	6	12	2	3	9	6	12	13	8	4	6	6	6
15:89113724-89155534	0	0	0	3	1	0	1	0	0	2	0	0	1	0	0
15:89113724-89193319	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
15:89871474-89889140	1	1	1	2	0	0	1	0	1	0	2	0	0	1	0
15:89888520-89889140	7	1	3	0	2	3	0	7	0	4	0	2	6	0	1
15:89908279-89910819	1	1	0	1	0	1	0	0	0	1	1	0	2	0	0
15:90217438-90221765	1	1	2	2	0	0	1	0	1	1	0	0	0	1	0
15:90439331-90440615	1	2	1	1	0	0	0	0	0	1	0	1	0	0	0
15:90439331-90443478	9	6	4	9	0	1	3	8	4	3	4	2	3	4	2
15:90439331-90456315	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0
15:90441505-90443478	5	3	5	5	2	0	0	8	5	6	0	3	3	1	6
15:90441505-90449643	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2
15:90448572-90456315	1	0	0	2	2	0	0	0	0	4	1	0	1	0	0
15:90448572-90467592	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0
15:90474484-90483593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
15:90481959-90486132	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0
15:90486029-90492711	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0
15:90486953-90492711	1	0	0	2	0	0	1	0	4	1	0	0	1	0	0
15:90492544-90494835	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:90494712-90497340	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
15:90619740-90625993	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
15:91251818-91293171	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
15:92885514-92892072	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0
15:92901166-92946216	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:92924320-92929091	0	0	3	1	2	1	0	1	4	5	5	3	0	3	3
15:92924320-92956649	2	0	0	0	2	0	0	0	1	2	0	0	0	0	0
15:92937517-92939718	0	2	2	1	1	0	1	0	1	0	0	0	1	1	1
15:92937517-92955512	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0
15:92937517-92956649	0	0	0	2	0	0	0	2	1	1	0	0	0	1	0
15:92937517-92974950	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
15:92945820-92967513	1	0	2	1	0	0	0	1	3	1	1	0	1	0	2
15:92953356-92956649	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3
15:92953356-92967513	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
15:92978233-92985673	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2
15:92984329-92985673	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
15:92985497-92992998	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:92996956-92998621	1	0	2	3	1	0	4	1	0	0	0	1	2	2	1
15:92996956-93002317	2	1	2	4	0	1	0	1	3	2	1	0	0	0	0
15:93000511-93009323	2	0	1	0	0	0	0	2	2	0	2	0	0	1	1
15:93000511-93014909	2	1	2	1	0	0	0	1	1	0	3	3	2	1	0
15:93004616-93014909	0	0	0	2	0	1	1	0	0	0	0	1	0	0	0
15:94298200-94298730	0	1	0	0	1	0	2	0	2	0	2	0	0	0	0
15:94298200-94315637	1	0	0	0	0	0	3	0	0	1	0	1	0	0	0
15:94345128-94402019	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
15:94356136-94385525	0	0	2	2	1	0	2	0	3	1	2	3	2	0	5
15:94356136-94402019	3	3	3	9	4	1	1	2	6	9	6	2	2	6	1
15:94367604-94385525	2	0	0	0	0	0	0	0	1	3	2	0	0	1	0
15:94370086-94399062	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
15:94384021-94402019	0	0	2	0	0	0	1	0	0	0	1	1	0	1	0
15:94398960-94404628	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
15:94440175-94458246	1	1	0	1	0	0	0	3	3	1	1	0	1	0	0
15:95288301-95289554	0	0	0	2	1	0	0	0	0	1	0	0	1	0	1
15:96102183-96104158	0	1	0	0	0	0	2	0	0	0	0	0	1	0	1
15:96334075-96337535	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0
15:98707561-98708107	0	1	1	1	0	0	4	1	2	0	2	0	0	0	0
15:99598429-99633173	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1
15:99645560-99675458	3	0	0	2	0	0	0	0	0	0	1	0	0	0	0
15:99671322-99675458	3	0	1	0	0	0	0	2	2	0	1	1	5	2	0
15:99671322-99690428	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0
16:10428867-10440462	1	1	0	1	1	0	0	1	2	3	2	1	0	0	1
16:10767948-10769194	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0
16:10898669-10899002	2	1	1	0	0	0	1	0	0	0	0	0	0	1	1
16:11020192-11024921	1	0	0	0	0	1	0	0	1	1	1	0	2	1	0
16:11020192-11051641	0	0	0	0	0	0	0	1	3	0	0	0	2	1	2
16:11020192-11061022	2	1	4	5	2	3	0	3	3	7	3	2	2	2	2
16:11020192-11126146	3	0	1	2	3	0	2	0	1	7	0	7	4	1	4
16:11020192-11166552	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
16:11120614-11123946	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0
16:11120614-11126146	0	0	1	0	0	0	2	0	1	0	0	0	3	0	0
16:11385086-11385210	4	0	0	0	1	0	1	0	0	0	2	1	0	0	0
16:11385088-11385210	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
16:11563348-11563532	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
16:11721576-11736233	2	0	0	2	0	0	0	2	0	0	0	0	2	0	0
16:11774235-11782388	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
16:11779165-11782388	1	1	0	0	0	1	2	2	0	0	0	0	3	1	1
16:11846500-11846843	0	1	1	0	0	1	0	2	0	0	2	0	0	0	0
16:11846500-11847806	0	1	0	0	3	0	1	2	0	1	0	0	2	0	0
16:11883014-11885274	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
16:11894953-11896785	0	0	0	1	1	3	0	0	1	1	0	0	0	0	1
16:11894953-11898035	3	2	0	2	0	0	0	0	3	0	1	1	0	1	0
